title,studio,domestic_gross,foreign_gross,year,id,production_budget
Ant-Man,BV,180200000.0,339100000,2015.0,43.0,"$130,000,000"
Hotel Transylvania 2,Sony,169700000.0,305100000,2015.0,42.0,"$80,000,000"
San Andreas,WB (NL),155200000.0,318800000,2015.0,19.0,"$110,000,000"
Terminator: Genisys,Par.,89800000.0,350800000,2015.0,49.0,"$155,000,000"
Kingsman: The Secret Service,Fox,128300000.0,286100000,2015.0,29.0,"$94,000,000"
Home (2015),Fox,177400000.0,208600000,2015.0,,
Mad Max: Fury Road,WB,153600000.0,224800000,2015.0,75.0,"$150,000,000"
The Good Dinosaur,BV,123100000.0,209100000,2015.0,73.0,"$187,500,000"
Taken 3,Fox,89300000.0,237200000,2015.0,18.0,"$48,000,000"
The SpongeBob Movie: Sponge Out of Water,Par.,163000000.0,162200000,2015.0,74.0,"$74,000,000"
Maze Runner: The Scorch Trials,Fox,81700000.0,230600000,2015.0,38.0,"$61,000,000"
The Divergent Series: Insurgent,LG/S,130199999.0,167100000,2015.0,22.0,"$110,000,000"
Pitch Perfect 2,Uni.,184300000.0,103200000,2015.0,14.0,"$29,000,000"
Paddington,W/Dim.,76300000.0,191800000,2015.0,5.0,"$55,000,000"
Mojin: The Lost Legend,WGUSA,1200000.0,258100000,2015.0,,
Lost in Hong Kong,WGUSA,1300000.0,255000000,2015.0,,
The Peanuts Movie,Fox,130199999.0,116100000,2015.0,7.0,"$99,000,000"
Pixels,Sony,78700000.0,166100000,2015.0,59.0,"$90,000,000"
Daddy's Home,Par.,150400000.0,92400000,2015.0,,
Spy,Fox,110800000.0,124800000,2015.0,,
Alvin and the Chipmunks: The Road Chip,Fox,85900000.0,148900000,2015.0,56.0,"$90,000,000"
Goodbye Mr. Loser,CL,1300000.0,226800000,2015.0,,
Ted 2,Uni.,81500000.0,135200000,2015.0,55.0,"$68,000,000"
Tomorrowland,BV,93400000.0,115700000,2015.0,23.0,"$170,000,000"
Everest (2015),Uni.,43500000.0,159900000,2015.0,,
Straight Outta Compton,Uni.,161200000.0,40400000,2015.0,35.0,"$28,000,000"
The Intern,WB,75800000.0,118800000,2015.0,6.0,"$40,000,000"
Jupiter Ascending,WB,47400000.0,136600000,2015.0,91.0,"$179,000,000"
Creed,WB (NL),109800000.0,63800000,2015.0,91.0,"$37,000,000"
Fantastic Four,Fox,56100000.0,111900000,2015.0,98.0,"$120,000,000"
Fantastic Four,Fox,56100000.0,111900000,2015.0,85.0,"$87,500,000"
Bridge of Spies,BV,72300000.0,93200000,2015.0,10.0,"$40,000,000"
Focus (2015),WB,53900000.0,105200000,2015.0,,
The Hateful Eight,Wein.,54100000.0,101600000,2015.0,33.0,"$62,000,000"
Goosebumps,Sony,80100000.0,70100000,2015.0,58.0,"$58,000,000"
The Last Witch Hunter,LG/S,27400000.0,119600000,2015.0,96.0,"$80,000,000"
The Taking of Tiger Mountain,WGUSA,229000.0,141400000,2015.0,,
Trainwreck,Uni.,110200000.0,30600000,2015.0,36.0,"$35,000,000"
Mr. Six,CL,1400000.0,137800000,2015.0,,
Point Break (2015),WB,28800000.0,104900000,2015.0,,
The Big Short,Par.,70300000.0,63200000,2015.0,42.0,"$28,000,000"
Pan,WB,35100000.0,93300000,2015.0,93.0,"$150,000,000"
Wolf Totem,Sony,211000.0,125600000,2015.0,,
Magic Mike XXL,WB,66000000.0,56500000,2015.0,66.0,"$14,500,000"
Dragon Blade,LGP,74100.0,121500000,2015.0,,
Seventh Son,Uni.,17200000.0,97000000,2015.0,24.0,"$95,000,000"
Insidious Chapter 3,Focus,52200000.0,60800000,2015.0,51.0,"$10,000,000"
Get Hard,WB,90400000.0,21400000,2015.0,97.0,"$40,000,000"
The Man From U.N.C.L.E.,WB,45400000.0,64400000,2015.0,55.0,"$75,000,000"
Paul Blart: Mall Cop 2,Sony,71000000.0,36600000,2015.0,60.0,"$38,000,000"
Shaun the Sheep Movie,LGF,19400000.0,86800000,2015.0,,
Sisters,Uni.,87000000.0,18000000,2015.0,57.0,"$30,000,000"
Vacation,WB (NL),58900000.0,46000000,2015.0,28.0,"$31,000,000"
Chappie,Sony,31600000.0,70500000,2015.0,11.0,"$49,000,000"
Joy,Fox,56500000.0,44700000,2015.0,88.0,"$60,000,000"
Black Mass,WB,62600000.0,37200000,2015.0,59.0,"$53,000,000"
Devil and Angel (E Gun Tian Shi),CL,131000.0,98500000,2015.0,,
The Visit,Uni.,65200000.0,33200000,2015.0,56.0,"$5,000,000"
Spotlight,ORF,45100000.0,53200000,2015.0,34.0,"$20,000,000"
Poltergeist (2015),Fox,47400000.0,48000000,2015.0,,
In the Heart of the Sea,WB,25000000.0,68900000,2015.0,1.0,"$100,000,000"
Southpaw,Wein.,52400000.0,39500000,2015.0,92.0,"$30,000,000"
The Second Best Exotic Marigold Hotel,FoxS,33100000.0,52900000,2015.0,73.0,"$10,000,000"
Paper Towns,Fox,32000000.0,53500000,2015.0,68.0,"$12,000,000"
Sicario,LGF,46900000.0,38000000,2015.0,100.0,"$30,000,000"
Hitman: Agent 47,Fox,22500000.0,59900000,2015.0,8.0,"$35,000,000"
The Wedding Ringer,SGem,64500000.0,15300000,2015.0,73.0,"$23,000,000"
Paranormal Activity: The Ghost Dimension,Par.,18300000.0,60600000,2015.0,7.0,"$10,000,000"
Crimson Peak,Uni.,31100000.0,43600000,2015.0,33.0,"$55,000,000"
The Transporter Refueled,EC,16000000.0,56600000,2015.0,34.0,"$22,000,000"
Run All Night,WB,26500000.0,45200000,2015.0,70.0,"$50,000,000"
War Room,TriS,67800000.0,,2015.0,66.0,"$3,000,000"
The Age of Adaline,LGF,42600000.0,23000000,2015.0,8.0,"$30,000,000"
The Danish Girl,Focus,11100000.0,53100000,2015.0,,
Unfriended,Uni.,32500000.0,31600000,2015.0,14.0,"$1,000,000"
The Longest Ride,Fox,37400000.0,25500000,2015.0,61.0,"$34,000,000"
Brooklyn,FoxS,38300000.0,23800000,2015.0,79.0,"$11,000,000"
Dragon Ball Z: Resurrection 'F',FUN,8000000.0,53800000,2015.0,,
Woman in Gold,Wein.,33299999.0,28300000,2015.0,81.0,"$11,000,000"
Krampus,Uni.,42700000.0,18800000,2015.0,28.0,"$15,000,000"
The Walk,TriS,10100000.0,51000000,2015.0,33.0,"$35,000,000"
The Perfect Guy,SGem,57000000.0,3200000,2015.0,78.0,"$18,000,000"
The Gift (2015),STX,43800000.0,15200000,2015.0,,
No Escape,Wein.,27300000.0,27100000,2015.0,74.0,"$5,000,000"
Sinister 2,Focus,27700000.0,25100000,2015.0,91.0,"$10,000,000"
Prem Ratan Dhan Payo,FIP,4400000.0,48200000,2015.0,,
The Boy Next Door,Uni.,35400000.0,17000000,2015.0,81.0,"$4,000,000"
The Night Before,Sony,43000000.0,9300000,2015.0,6.0,"$25,000,000"
Hot Pursuit,WB (NL),34600000.0,17100000,2015.0,79.0,"$35,000,000"
The 100-Year Old Man Who Climbed Out the Window and Disappeared,MBox,944000.0,50200000,2015.0,,
The Himalayas,CJ,697000.0,49800000,2015.0,,
Surprise - Journey To The West,AR,,49600000,2015.0,,
Entourage,WB,32400000.0,16900000,2015.0,30.0,"$30,000,000"
The Woman in Black 2: Angel of Death,Rela.,26500000.0,22400000,2015.0,,
Concussion (2015),Sony,34500000.0,14100000,2015.0,,
Mortdecai,LGF,7700000.0,39600000,2015.0,48.0,"$60,000,000"
Coming Home (2015),SPC,378000.0,46400000,2015.0,,
"McFarland, USA",BV,44500000.0,1200000,2015.0,80.0,"$17,000,000"
Max (2015),WB,42700000.0,1300000,2015.0,,
Still Alice,SPC,18800000.0,25100000,2015.0,92.0,"$5,000,000"
The DUFF,LGF,34000000.0,9500000,2015.0,33.0,"$8,500,000"
Legend,Uni.,1900000.0,41100000,2015.0,63.0,"$25,000,000"
Legend,Uni.,1900000.0,41100000,2015.0,10.0,"$25,000,000"
The Gallows,WB (NL),22800000.0,20200000,2015.0,80.0,"$100,000"
Love the Coopers,LGF,26300000.0,16100000,2015.0,98.0,"$18,000,000"
The Lady in the Van,SPC,10000000.0,31400000,2015.0,47.0,"$6,000,000"
Ricki and the Flash,TriS,26800000.0,14500000,2015.0,95.0,"$18,000,000"
Carol,Wein.,12700000.0,27600000,2015.0,60.0,"$11,800,000"
The Lazarus Effect,Rela.,25800000.0,12600000,2015.0,76.0,"$5,000,000"
The Water Diviner,WB,4200000.0,34000000,2015.0,4.0,"$22,500,000"
A Walk in the Woods,BG,29500000.0,8000000,2015.0,75.0,"$8,000,000"
Ex Machina,A24,25400000.0,11400000,2015.0,72.0,"$13,000,000"
Burnt,Wein.,13700000.0,23000000,2015.0,27.0,"$20,000,000"
Room,A24,14700000.0,20700000,2015.0,80.0,"$13,000,000"
The Secret in their Eyes (2015),STX,20200000.0,14700000,2015.0,,
Steve Jobs,Uni.,17800000.0,16700000,2015.0,60.0,"$30,000,000"
Victor Frankenstein,Fox,5800000.0,28500000,2015.0,24.0,"$40,000,000"
Project Almanac,Par.,22300000.0,10900000,2015.0,84.0,"$12,000,000"
Self/Less,Focus,12300000.0,18200000,2015.0,48.0,"$26,000,000"
Far from the Madding Crowd,FoxS,12200000.0,18000000,2015.0,,
Mr. Holmes,RAtt.,17700000.0,11600000,2015.0,,
Love & Mercy,RAtt.,12600000.0,16100000,2015.0,,
Irrational Man,SPC,4000000.0,23400000,2015.0,,
American Ultra,LGF,14400000.0,12700000,2015.0,72.0,"$28,000,000"
Wild Tales,SPC,3100000.0,23900000,2015.0,,
Aloha,Sony,21100000.0,5200000,2015.0,3.0,"$37,000,000"
"Love, Rosie",TFA,20400.0,25600000,2015.0,,
The 33,WB,12200000.0,12700000,2015.0,78.0,"$25,000,000"
Capture the Flag,Par.,6700.0,24600000,2015.0,,
The Gunman,ORF,10700000.0,13500000,2015.0,15.0,"$40,000,000"
Go Away Mr. Tumor,CL,287000.0,21500000,2015.0,,
Black or White,Rela.,21600000.0,,2015.0,80.0,"$9,000,000"
Blackhat,Uni.,8000000.0,11600000,2015.0,47.0,"$70,000,000"
Dope,ORF,17500000.0,480000,2015.0,11.0,"$7,000,000"
Brothers: Blood Against Blood,FIP,614000.0,17200000,2015.0,,
While We're Young,A24,7600000.0,9700000,2015.0,45.0,"$10,000,000"
Monkey Kingdom,BV,16399999.0,711000,2015.0,,
Macbeth (2015),Wein.,1100000.0,15200000,2015.0,,
Scouts Guide to the Zombie Apocalypse,Par.,3700000.0,12400000,2015.0,25.0,"$15,000,000"
Suffragette,Focus,4700000.0,11300000,2015.0,16.0,"$14,000,000"
It Follows,RTWC,14700000.0,,2015.0,94.0,"$2,000,000"
Unfinished Business,Fox,10200000.0,4200000,2015.0,32.0,"$35,000,000"
Do You Believe?,PFR,13000000.0,1400000,2015.0,60.0,"$2,300,000"
Woodlawn,PFR,14400000.0,,2015.0,81.0,"$13,000,000"
Strange Magic,BV,12400000.0,1200000,2015.0,,
Hot Tub Time Machine 2,Par.,12300000.0,767000,2015.0,7.0,"$14,000,000"
Child 44,LG/S,1200000.0,11700000,2015.0,2.0,"$50,000,000"
We Are Your Friends,WB,3600000.0,7500000,2015.0,20.0,"$2,000,000"
Danny Collins,BST,5600000.0,5200000,2015.0,59.0,"$10,000,000"
Kung Fu Killer,WGUSA,130000.0,10000000,2015.0,,
A Little Chaos,FCW,558000.0,9500000,2015.0,,
The Loft,ORF,6000000.0,4099999,2015.0,,
The Young & Prodigious T.S. Spivet,Wein.,174000.0,9300000,2015.0,,
Shanghai,Wein.,46400.0,9200000,2015.0,5.0,"$50,000,000"
Un Gallo con Muchos Huevos,LGF,9100000.0,,2015.0,,
Me and Earl and the Dying Girl,FoxS,6800000.0,2300000,2015.0,100.0,"$8,000,000"
Amy,A24,8400000.0,,2015.0,,
Shaandaar,FIP,522000.0,7800000,2015.0,,
Trumbo (2015),BST,7900000.0,378000,2015.0,,
Bajrangi Bhaijaan,Eros,8199999.0,,2015.0,86.0,"$13,000,000"
I'll See You In My Dreams,BST,7400000.0,,2015.0,,
The Green Inferno,BH Tilt,7200000.0,,2015.0,31.0,"$1,000,000"
Grandma (2015),SPC,7000000.0,107000,2015.0,,
Our Brand Is Crisis (2015),WB,7000000.0,,2015.0,,
Baahubali: The Beginning,BSC,6700000.0,,2015.0,21.0,"$40,000,000"
Bajirao Mastani,Eros,6600000.0,,2015.0,,
Little Boy,ORF,6500000.0,,2015.0,65.0,"$20,000,000"
What We Do in the Shadows,U/P,3500000.0,2800000,2015.0,,
Anomalisa,Par.,3800000.0,1900000,2015.0,6.0,"$8,000,000"
Pawn Sacrifice,BST,2400000.0,3100000,2015.0,,
Serena,Magn.,176000.0,4900000,2015.0,,
Mr. X,FIP,45000.0,5000000,2015.0,,
Dilwale,UTV,4900000.0,,2015.0,,
Back to the Future Day,UHE,1700000.0,3200000,2015.0,,
Trash,FCW,17500.0,4800000,2015.0,46.0,"$12,000,000"
True Story,FoxS,4700000.0,,2015.0,,
"Buen Dia, Ramon",FIP,154000.0,4500000,2015.0,,
Hamari Adhuri Kahani,FIP,235000.0,4200000,2015.0,,
45 Years,IFC,4200000.0,,2015.0,,
Escobar: Paradise Lost,RTWC,196000.0,3600000,2015.0,12.0,"$17,000,000"
Spare Parts,LGF,3600000.0,,2015.0,,
Learning to Drive,BG,3400000.0,,2015.0,,
By the Sea,Uni.,538000.0,2800000,2015.0,97.0,"$20,000,000"
Sleeping with Other People,IFC,819000.0,2400000,2015.0,,
Phoenix (2015),IFC,3200000.0,,2015.0,,
Jimmy's Hall,SPC,561000.0,2600000,2015.0,,
Dil Dhadakne Do,Eros,3100000.0,,2015.0,,
Ladrones,LGF,3100000.0,,2015.0,,
Remember (Canada Release),EOne,547000.0,2500000,2015.0,,
Tanu Weds Manu Returns,Eros,3000000.0,,2015.0,,
Rock The Kasbah,ORF,3000000.0,,2015.0,,
The End of the Tour,A24,3000000.0,,2015.0,,
Captive (2015),Par.,2600000.0,218000,2015.0,,
He Named Me Malala,FoxS,2700000.0,97100,2015.0,,
Youth,FoxS,2700000.0,,2015.0,99.0,"$13,000,000"
Chi-Raq,RAtt.,2700000.0,,2015.0,,
Truth,SPC,2500000.0,,2015.0,,
Mistress America,FoxS,2500000.0,,2015.0,,
Jem and the Holograms,Uni.,2200000.0,149000,2015.0,53.0,"$5,000,000"
Beloved Sisters,MBox,54000.0,2200000,2015.0,,
The Riot Club,IFC,7700.0,2100000,2015.0,,
Tamasha,UTV,2100000.0,,2015.0,,
Cake,CLF,2000000.0,,2015.0,,
Assassination (2015),WGUSA,1900000.0,,2015.0,,
Clouds of Sils Maria,IFC,1900000.0,,2015.0,,
Testament of Youth,SPC,1800000.0,,2015.0,82.0,"$10,000,000"
Piku,Yash,1800000.0,,2015.0,,
The Vatican Tapes,LGF,1800000.0,,2015.0,3.0,"$13,000,000"
Son of Saul,SPC,1800000.0,,2015.0,,
Janis: Little Girl Blue,FR,410000.0,1200000,2015.0,,
'71,RAtt.,1300000.0,355000,2015.0,,
The Diary of a Teenage Girl,SPC,1500000.0,,2015.0,35.0,"$2,000,000"
I (2015),AaF,1400000.0,,2015.0,,
Infinitely Polar Bear,SPC,1400000.0,,2015.0,,
99 Homes,BG,1400000.0,,2015.0,,
Welcome Back,Eros,1400000.0,,2015.0,,
The Salt of the Earth,SPC,1300000.0,,2015.0,,
Maps to the Stars,FCW,351000.0,988000,2015.0,,
Iris (2015),Magn.,1300000.0,,2015.0,,
The Wolfpack,Magn.,1300000.0,,2015.0,,
Veteran,CJ,1200000.0,,2015.0,,
Goodnight Mommy,RTWC,1200000.0,,2015.0,,
Black Sea,Focus,1200000.0,,2015.0,,
Miss You Already,RAtt.,1200000.0,,2015.0,,
Where Hope Grows,RAtt.,1200000.0,,2015.0,,
Cartel Land,Orch.,704000.0,422000,2015.0,,
Timbuktu,Cohen,1100000.0,,2015.0,,
Dior and I,Orch.,1000000.0,,2015.0,,
5 Flights Up,FCW,1000000.0,,2015.0,,
Big Stone Gap,PH,1000000.0,,2015.0,,
Gett: The Trial of Viviane Amsalem,MBox,988000.0,,2015.0,,
Boruto: Naruto the Movie,Elev.,920000.0,,2015.0,,
Singh is Bling,Eros,919000.0,,2015.0,,
ABCD (Any Body Can Dance) 2,UTV,892000.0,,2015.0,,
Mustang,Cohen,845000.0,,2015.0,21.0,"$1,400,000"
Labyrinth of Lies,SPC,794000.0,,2015.0,,
The D Train,IFC,673000.0,102000,2015.0,34.0,"$3,000,000"
Seymour: An Introduction,IFC,744000.0,,2015.0,,
Tangerine,Magn.,702000.0,,2015.0,,
Red Army,SPC,695000.0,,2015.0,,
The Stanford Prison Experiment,IFC,661000.0,,2015.0,,
The Assassin,WGUSA,633000.0,,2015.0,,
"Kumiko, The Treasure Hunter",Ampl.,623000.0,,2015.0,,
Welcome to Me,Alc,609000.0,,2015.0,,
Black Panthers: Vanguard of the Revolution,PBS,517000.0,67200,2015.0,,
Detective Byomkesh Bakshy,Yash,579000.0,,2015.0,,
Freeheld,LGF,573000.0,,2015.0,51.0,"$7,000,000"
When Marnie Was There,GK,561000.0,,2015.0,,
Gabbar is Back,Eros,535000.0,,2015.0,,
The Last - Naruto the Movie,Elev.,524000.0,,2015.0,,
Peggy Guggenheim Art Addict,SD,498000.0,,2015.0,,
Phantom (2015),UTV,490000.0,,2015.0,,
Somewhere Only We Know,CL,482000.0,,2015.0,,
Let's Get Married,CL,463000.0,,2015.0,,
Bombay Velvet,FIP,451000.0,,2015.0,,
Attack on Titan: Part 1,FUN,450000.0,,2015.0,,
The Third Man (2015 re-release),Rialto,449000.0,,2015.0,,
Saint Laurent,SPC,429000.0,,2015.0,,
Listen to Me Marlon,SHO,426000.0,,2015.0,,
Heart of a Dog,Abr.,421000.0,,2015.0,,
The Witness (Wo shi zheng ren),CL,418000.0,,2015.0,,
Unbranded,Grav.,410000.0,,2015.0,,
The Second Mother,Osci.,377000.0,,2015.0,,
Kahlil Gibran's The Prophet (Gathr),Gathr,370000.0,,2015.0,,
Katti Batti,UTV,365000.0,,2015.0,,
Kahlil Gibran's The Prophet,GK,355000.0,,2015.0,,
Effie Gray,AF,353000.0,,2015.0,,
Noble,Asp.,347000.0,,2015.0,,
Northern Limit Line,WGUSA,338000.0,,2015.0,,
Shamitabh,Eros,325000.0,,2015.0,,
Jafar Panahi's Taxi,KL,322000.0,,2015.0,,
Good Kill,IFC,316000.0,,2015.0,,
Running Man (2015),CL,311000.0,,2015.0,,
Attack on Titan: Part 2,FUN,306000.0,,2015.0,,
Theeb,FM,283000.0,,2015.0,,
White God,Magn.,282000.0,,2015.0,,
A Borrowed Identity,Strand,282000.0,,2015.0,,
In the Name of my Daughter,Cohen,278000.0,,2015.0,,
Hitchcock/Truffaut,Cohen,260000.0,,2015.0,,
Love (2015),Alc,249000.0,,2015.0,,
Tevar,Eros,236000.0,,2015.0,,
20 Once Again,CJ,235000.0,,2015.0,,
Slow West,A24,229000.0,,2015.0,,
A Royal Night Out,ADC,228000.0,,2015.0,,
A Pigeon Sat on a Branch Reflecting on Existence,Magn.,223000.0,,2015.0,,
Pyaar Ka Punchnama 2,Rel.,223000.0,,2015.0,,
Fall in Love Like a Star,CL,213000.0,,2015.0,,
Dark Places,A24,209000.0,,2015.0,,
Heneral Luna,Abr.,206000.0,,2015.0,,
Gemma Bovery,MBox,192000.0,,2015.0,,
The Connection,Drft.,191000.0,,2015.0,,
Love and Lost (Shi Gu),CL,189000.0,,2015.0,,
Stonewall (2015),RAtt.,188000.0,,2015.0,,
Maggie,RAtt.,187000.0,,2015.0,47.0,"$4,500,000"
Detective K: Secret of the Lost Island,CJ,185000.0,,2015.0,,
The Priests,CJ,185000.0,,2015.0,,
The Farewell Party,Gold.,173000.0,,2015.0,,
A Brilliant Young Mind,Gold.,172000.0,,2015.0,,
Time Out of Mind,IFC,167000.0,,2015.0,,
Snow Girl and the Dark Crystal,WGUSA,165000.0,,2015.0,,
C'Est Si Bon,CJ,164000.0,,2015.0,,
The Last Women Standing,CL,163000.0,,2015.0,,
5 to 7,IFC,163000.0,,2015.0,,
After The Ball,Free,162000.0,,2015.0,,
Human Capital,FM,159000.0,,2015.0,,
Experimenter,Magn.,156000.0,,2015.0,,
Desert Dancer,Rela.,155000.0,,2015.0,38.0,"$4,000,000"
Samba,BG,152000.0,,2015.0,,
The Tribe,Drft.,151000.0,,2015.0,,
Forever Young (2015),CL,150000.0,,2015.0,,
The New Girlfriend,Cohen,147000.0,,2015.0,,
Tangerines,Gold.,145000.0,,2015.0,,
Manglehorn,IFC,143000.0,,2015.0,41.0,"$4,000,000"
Ingrid Bergman: In Her Own Words,Rialto,138000.0,,2015.0,,
Twenty (2015),CJ,136000.0,,2015.0,,
La Sapienza,KL,135000.0,,2015.0,,
Mississippi Grind,A24,131000.0,,2015.0,,
A Journey Through Time with Anthony,CL,127000.0,,2015.0,,
Boulevard,SM,126000.0,,2015.0,,
Z for Zachariah,RAtt.,121000.0,,2015.0,,
Do I Sound Gay?,IFC,119000.0,,2015.0,,
Love Live! The School Idol Movie,AZ,116000.0,,2015.0,,
She's Funny That Way,LGP,112000.0,,2015.0,,
Memories of the Sword,WGUSA,111000.0,,2015.0,,
The Look of Silence,Drft.,109000.0,,2015.0,,
The Beauty Inside,WGUSA,108000.0,,2015.0,,
The Chronicles of Evil,CJ,105000.0,,2015.0,,
Every Secret Thing,SM,104000.0,,2015.0,,
Ghost in the Shell: The New Movie,FUN,101000.0,,2015.0,,
Black Souls (Anime Nere),Alc,101000.0,,2015.0,,
A Poem Is a Naked Person (2015 re-issue),Jan.,96600.0,,2015.0,,
Saving Mr. Wu,UEP,92700.0,,2015.0,,
The Tales of Hoffmann (2015 re-issue),Rialto,91900.0,,2015.0,,
Christmas Eve,Ampl.,91300.0,,2015.0,,
Queen of Earth,IFC,91200.0,,2015.0,,
Hero (2015),Eros,88700.0,,2015.0,,
Sunshine Superman,Magn.,88100.0,,2015.0,,
Heaven Knows What,RTWC,80700.0,,2015.0,,
Nasty Baby,Orch.,79800.0,,2015.0,,
The Wonders,Osci.,73400.0,,2015.0,,
Predestination,VE,68400.0,,2015.0,,
People Places Things,TFA,67000.0,,2015.0,,
Eden,BG,65500.0,,2015.0,66.0,"$2,300,000"
The Duke of Burgundy,IFC,64500.0,,2015.0,,
The Office,CL,63700.0,,2015.0,,
Flowers,MBox,61600.0,,2015.0,,
Only You,CL,61600.0,,2015.0,,
Girlhood (2015),Strand,60800.0,,2015.0,,
Jauja,CGld,60200.0,,2015.0,,
Gueros,KL,60100.0,,2015.0,,
I Smile Back,BG,58700.0,,2015.0,,
The Ark of Mr. Chow,CL,54100.0,,2015.0,,
Love Thy Nature,ITL,41100.0,11800,2015.0,,
The Advocate: A Missing Body,CJ,50200.0,,2015.0,,
Heist (2015),LGP,50100.0,,2015.0,,
Difret,TA,49700.0,,2015.0,,
Appropriate Behavior,Grav.,46900.0,,2015.0,,
Beyond the Reach,RAtt.,45900.0,,2015.0,,
The Salvation,IFC,44900.0,,2015.0,,
Madame Bovary,Alc,44200.0,,2015.0,,
Charlie's Country,MR,42900.0,,2015.0,,
Pearl Button,KL,42200.0,,2015.0,,
Queen and Country,BBC,41300.0,,2015.0,,
The Phone,CJ,40500.0,,2015.0,,
What Our Fathers Did: A Nazi Legacy,Osci.,40100.0,,2015.0,,
Lila & Eve,Gold.,38300.0,,2015.0,,
Before We Go,RTWC,37200.0,,2015.0,52.0,"$3,000,000"
The Mafia Only Kills in Summer,Distrib.,37100.0,,2015.0,,
Knock Knock,LGP,36300.0,,2015.0,62.0,"$2,000,000"
Kindergarten Teacher,KL,36200.0,,2015.0,,
Welcome to Leith,FRun,36000.0,,2015.0,,
Wild City,WGUSA,34900.0,,2015.0,,
The Forbidden Room,KL,34400.0,,2015.0,,
Song One,TFA,32299.0,,2015.0,87.0,"$6,000,000"
Love Forecast,CJ,32200.0,,2015.0,,
"Out 1, noli me tangere",CFilms,31500.0,,2015.0,,
"3 1/2 Minutes, 10 Bullets",Part.,30400.0,,2015.0,,
Paulette,Cohen,29500.0,,2015.0,,
The Cut,Strand,28100.0,,2015.0,,
The Keeping Room,Drft.,27200.0,,2015.0,,
Big Game,EC,24600.0,,2015.0,,
Kill Me Three Times,Magn.,24300.0,,2015.0,,
"Hippocrates, Diary of a French Doctor",Distrib.,23100.0,,2015.0,,
Court,Zeit.,22900.0,,2015.0,,
Salut D'Amour,CJ,22500.0,,2015.0,,
Mediterranea,IFC,22100.0,,2015.0,,
Noma - My Perfect Storm,Magn.,21100.0,,2015.0,,
The Little Death,Magn.,18200.0,,2015.0,,
Gangnam 1970,CJ,18000.0,,2015.0,,
Strangerland,Alc,17500.0,,2015.0,27.0,"$10,000,000"
Eastern Boys,FRun,16800.0,,2015.0,,
Extraction,LGP,16800.0,,2015.0,,
Eva,Wein.,16700.0,,2015.0,,
The World of Kanako,Drft.,16600.0,,2015.0,,
Zombeavers,Free,14900.0,,2015.0,,
The Hallow,IFC,13900.0,,2015.0,,
Amour Fou,FM,13700.0,,2015.0,,
Arabian Nights: Volume 1 - The Restless One,KL,12300.0,,2015.0,,
Of Horses and Men,MBox,11900.0,,2015.0,,
Marie's Story,FM,11700.0,,2015.0,,
1001 Grams,KL,11000.0,,2015.0,,
Empire of Lust,CJ,10700.0,,2015.0,,
The Forecaster,FOR,10200.0,,2015.0,,
Still Life (2015),Trib.,9500.0,,2015.0,,
Every Thing Will be Fine,IFC,9200.0,,2015.0,,
The Lesson,FM,9000.0,,2015.0,,
An Eye for Beauty,MR,9000.0,,2015.0,,
Northern Soul,Free,8900.0,,2015.0,,
The Girl in the Book,Free,8200.0,,2015.0,,
Steak (R)evolution,KL,8000.0,,2015.0,,
On the Way to School,Distrib.,7400.0,,2015.0,,
Hungry Hearts,IFC,6900.0,,2015.0,,
Steve McQueen: The Man & Le Mans,FR,6800.0,,2015.0,,
Arabian Nights: Volume 2 - The Desolate One,KL,6400.0,,2015.0,,
Alleluia,MBox,6300.0,,2015.0,,
Barely Lethal,A24,6100.0,,2015.0,,
Chic!,Distrib.,5600.0,,2015.0,,
Far from Men,Trib.,5300.0,,2015.0,,
The Dead Lands,Magn.,5200.0,,2015.0,,
Jenny's Wedding,IFC,4700.0,,2015.0,,
Against the Sun,TAFC,4600.0,,2015.0,,
Ashby,TFA,4600.0,,2015.0,,
Arabian Nights: Volume 3 - The Enchanted One,KL,4500.0,,2015.0,,
The Summer of Sangaile,Strand,4500.0,,2015.0,,
Club Life,Orch.,4400.0,,2015.0,,
Back to the Jurassic,CJ,4400.0,,2015.0,,
In the Basement,Strand,3600.0,,2015.0,,
Fidelio: Alice's Odyssey,FRun,3600.0,,2015.0,,
That Sugar Film,Gold.,3500.0,,2015.0,,
Xenia,Strand,3200.0,,2015.0,,
The Iron Ministry,Icar.,3200.0,,2015.0,,
The Lady in the Car with Glasses and a Gun,Magn.,2200.0,,2015.0,,
Stations of the Cross,FM,1500.0,,2015.0,,
Skin Trade,Magn.,1200.0,,2015.0,19.0,"$9,000,000"
Thanks to My Friends,Distrib.,900.0,,2015.0,,
REC 4: Apocalypse,Magn.,800.0,,2015.0,,
It's All So Quiet (Boven is het stil),BWP,700.0,,2015.0,,
Tough Being Loved By Jerks,KL,700.0,,2015.0,,
The Chambermaid,FM,300.0,,2015.0,,
Captain America: Civil War,BV,408100000.0,745200000,2016.0,17.0,"$250,000,000"
Rogue One: A Star Wars Story,BV,532200000.0,523900000,2016.0,45.0,"$200,000,000"
Finding Dory,BV,486300000.0,542300000,2016.0,46.0,"$200,000,000"
Zootopia,BV,341300000.0,682500000,2016.0,57.0,"$150,000,000"
The Jungle Book (2016),BV,364000000.0,602500000,2016.0,,
The Secret Life of Pets,Uni.,368400000.0,507100000,2016.0,26.0,"$75,000,000"
